Orthogroup	Amel_protein_noIso	Bbub_protein_noIso	Bmus_protein_noIso	Casi_protein_noIso	Cdid_protein_noIso	Cdro_protein_noIso	Cimi_protein_noIso	Clup_protein_noIso	Cpor_protein_noIso	Csim_protein_noIso	Dnov_protein_noIso	Drot_protein_noIso	Emax_protein_noIso	Equa_protein_noIso	Hamp_protein_noIso	Hsap_protein_noIso	Lcat_protein_noIso	Mang_protein_noIso	Mdom_protein_noIso	Mjav_protein_noIso	Mmus_protein_noIso	Oafe_protein_noIso	Oana_protein_noIso	Opri_protein_noIso	Pafr_protein_noIso	Pgig_protein_noIso	Ptig_protein_noIso	Rfer_protein_noIso	Scar_protein_noIso	Shar_protein_noIso	Tman_protein_noIso	Ttru_protein_noIso
OG0033055																												Rfer_XP.032991490.1				
OG0033056																												Rfer_XP.032991497.1				
OG0033057																												Rfer_XP.032991533.1				
OG0033058																													Scar_XP.047371730.1			
OG0033059																													Scar_XP.047372046.1			
OG0033060																													Scar_XP.047372279.1			
OG0033061																													Scar_XP.047372308.1			
OG0033062																													Scar_XP.047372404.1			
OG0033063																													Scar_XP.047372524.1			
OG0033064																													Scar_XP.047372880.1			
OG0033065																													Scar_XP.047373397.1			
OG0033066																													Scar_XP.047373863.1			
OG0033067																													Scar_XP.047373864.1			
OG0033068																													Scar_XP.047373880.1			
OG0033069																													Scar_XP.047373947.1			
OG0033070																													Scar_XP.047373949.1			
OG0033071																													Scar_XP.047373977.1			
OG0033072																													Scar_XP.047374000.1			
OG0033073																													Scar_XP.047374622.1			
OG0033074																													Scar_XP.047374646.1			
OG0033075																													Scar_XP.047374768.1			
OG0033076																													Scar_XP.047374949.1			
OG0033077																													Scar_XP.047375001.1			
OG0033078																													Scar_XP.047375062.1			
OG0033079																													Scar_XP.047375853.1			
OG0033080																													Scar_XP.047375882.1			
OG0033081																													Scar_XP.047375899.1			
OG0033082																													Scar_XP.047375904.1			
OG0033083																													Scar_XP.047375906.1			
OG0033084																													Scar_XP.047375943.1			
OG0033085																													Scar_XP.047375954.1			
OG0033086																													Scar_XP.047376240.1			
OG0033087																													Scar_XP.047376293.1			
OG0033088																													Scar_XP.047376426.1			
OG0033089																													Scar_XP.047376478.1			
OG0033090																													Scar_XP.047376687.1			
OG0033091																													Scar_XP.047376781.1			
OG0033092																													Scar_XP.047376902.1			
OG0033093																													Scar_XP.047376943.1			
OG0033094																													Scar_XP.047377008.1			
OG0033095																													Scar_XP.047377248.1			
OG0033096																													Scar_XP.047377265.1			
OG0033097																													Scar_XP.047377266.1			
OG0033098																													Scar_XP.047377268.1			
OG0033099																													Scar_XP.047377269.1			
OG0033100																													Scar_XP.047377433.1			
OG0033101																													Scar_XP.047377614.1			
OG0033102																													Scar_XP.047377751.1			
OG0033103																													Scar_XP.047377859.1			
OG0033104																													Scar_XP.047378343.1			
OG0033105																													Scar_XP.047378371.1			
OG0033106																													Scar_XP.047378419.1			
OG0033107																													Scar_XP.047378433.1			
OG0033108																													Scar_XP.047378814.1			
OG0033109																													Scar_XP.047378967.1			
OG0033110																													Scar_XP.047379142.1			
OG0033111																													Scar_XP.047379193.1			
OG0033112																													Scar_XP.047379269.1			
OG0033113																													Scar_XP.047379582.1			
OG0033114																													Scar_XP.047379626.1			
OG0033115																													Scar_XP.047379702.1			
OG0033116																													Scar_XP.047379948.1			
OG0033117																													Scar_XP.047379967.1			
OG0033118																													Scar_XP.047379984.1			
OG0033119																													Scar_XP.047379989.1			
OG0033120																													Scar_XP.047379994.1			
OG0033121																													Scar_XP.047379995.1			
OG0033122																													Scar_XP.047380031.1			
OG0033123																													Scar_XP.047380192.1			
OG0033124																													Scar_XP.047380449.1			
OG0033125																													Scar_XP.047380472.1			
OG0033126																													Scar_XP.047380662.1			
OG0033127																													Scar_XP.047380949.1			
OG0033128																													Scar_XP.047381058.1			
OG0033129																													Scar_XP.047381392.1			
OG0033130																													Scar_XP.047381393.1			
OG0033131																													Scar_XP.047381395.1			
OG0033132																													Scar_XP.047381407.1			
OG0033133																													Scar_XP.047381408.1			
OG0033134																													Scar_XP.047381412.1			
OG0033135																													Scar_XP.047381722.1			
OG0033136																													Scar_XP.047381772.1			
OG0033137																													Scar_XP.047382111.1			
OG0033138																													Scar_XP.047382164.1			
OG0033139																													Scar_XP.047382188.1			
OG0033140																													Scar_XP.047382268.1			
OG0033141																													Scar_XP.047382519.1			
OG0033142																													Scar_XP.047382701.1			
OG0033143																													Scar_XP.047382703.1			
OG0033144																													Scar_XP.047382726.1			
OG0033145																													Scar_XP.047382800.1			
OG0033146																													Scar_XP.047382851.1			
OG0033147																													Scar_XP.047382911.1			
OG0033148																													Scar_XP.047383112.1			
OG0033149																													Scar_XP.047383114.1			
OG0033150																													Scar_XP.047383172.1			
OG0033151																													Scar_XP.047383303.1			
OG0033152																													Scar_XP.047383576.1			
OG0033153																													Scar_XP.047383610.1			
OG0033154																													Scar_XP.047383663.1			
OG0033155																													Scar_XP.047383976.1			
OG0033156																													Scar_XP.047384044.1			
OG0033157																													Scar_XP.047384174.1			
OG0033158																													Scar_XP.047384360.1			
OG0033159																													Scar_XP.047384362.1			
OG0033160																													Scar_XP.047384712.1			
OG0033161																													Scar_XP.047384786.1			
